,COLLEGE,RANK,NEET_ROLL_NO,SCORE,SX,CAT,LOC,PHASE,EWS
1961,"NRI Institute of Medical Sciences, Visakhapatnam",99245,1201030358,510,M,BCB,AU,P1,NO
1962,"NRI Institute of Medical Sciences, Visakhapatnam",99697,1206140239,509,F,BCB,AU,P1,NO
1963,"NRI Institute of Medical Sciences, Visakhapatnam",100527,1205120235,508,M,BCA,AU,P1,NO
1964,"NRI Institute of Medical Sciences, Visakhapatnam",106199,1201070363,502,F,BCA,AU,P1,NO
1965,"NRI Institute of Medical Sciences, Visakhapatnam",106347,1206090055,502,F,BCA,AU,P1,NO
1966,"NRI Institute of Medical Sciences, Visakhapatnam",118578,1206140022,490,F,SC,AU,P1,NO
1967,"NRI Institute of Medical Sciences, Visakhapatnam",119558,1206060291,489,F,SC,AU,P1,NO
1968,"NRI Institute of Medical Sciences, Visakhapatnam",124046,1206160068,485,F,SC,AU,P1,NO
1969,"NRI Institute of Medical Sciences, Visakhapatnam",125715,1225010477,483,M,SC,AU,P1,NO
1970,"NRI Institute of Medical Sciences, Visakhapatnam",134912,4201510023,475,M,BCE,AU,P1,NO
1971,"NRI Institute of Medical Sciences, Visakhapatnam",135393,1205120359,474,F,BCE,AU,P1,NO
1972,"NRI Institute of Medical Sciences, Visakhapatnam",136268,1201010471,473,F,BCE,AU,P1,NO
1973,"NRI Institute of Medical Sciences, Visakhapatnam",136394,1201050049,473,M,BCE,AU,P1,NO
1974,"NRI Institute of Medical Sciences, Visakhapatnam",137322,1228020111,472,F,SC,AU,P1,NO
1975,"NRI Institute of Medical Sciences, Visakhapatnam",137547,1206110304,472,M,SC,AU,P1,NO
1976,"NRI Institute of Medical Sciences, Visakhapatnam",138471,1205020376,471,M,SC,AU,P1,NO
1977,"NRI Institute of Medical Sciences, Visakhapatnam",140830,1206050123,469,F,SC,AU,P1,NO
1978,"NRI Institute of Medical Sciences, Visakhapatnam",142961,1201020182,467,F,SC,AU,P1,NO
1979,"NRI Institute of Medical Sciences, Visakhapatnam",143014,1201090020,467,F,SC,AU,P1,NO
1980,"NRI Institute of Medical Sciences, Visakhapatnam",143305,1216020089,467,F,SC,AU,P1,NO
1981,"NRI Institute of Medical Sciences, Visakhapatnam",144146,1205100060,466,F,SC,AU,P1,NO
1982,"NRI Institute of Medical Sciences, Visakhapatnam",154505,4220010299,457,M,ST,OU,P1,NO
1983,"NRI Institute of Medical Sciences, Visakhapatnam",189241,1205020692,429,M,ST,AU,P1,NO
1984,"NRI Institute of Medical Sciences, Visakhapatnam",192553,1205150014,427,F,ST,AU,P1,NO
1985,"NRI Institute of Medical Sciences, Visakhapatnam",195866,1205230204,424,F,ST,AU,P1,NO
1986,"NRI Institute of Medical Sciences, Visakhapatnam",198521,1205090048,422,F,ST,AU,P1,NO
1988,"Great Eastern Medical School and Hospital , Srikakulam",45018,1228010063,575,M,OC,AU,P1,NO
1989,"Great Eastern Medical School and Hospital , Srikakulam",46369,1206080264,573,F,OC,AU,P1,NO
1990,"Great Eastern Medical School and Hospital , Srikakulam",46616,1206080068,573,F,OC,AU,P1,NO
1991,"Great Eastern Medical School and Hospital , Srikakulam",49285,1206030433,569,F,OC,AU,P1,NO
1992,"Great Eastern Medical School and Hospital , Srikakulam",49949,1205210257,568,F,OC,AU,P1,NO
1993,"Great Eastern Medical School and Hospital , Srikakulam",50640,1201110132,567,F,OC,AU,P1,NO
1994,"Great Eastern Medical School and Hospital , Srikakulam",50711,1228010141,567,F,OC,AU,P1,NO
1995,"Great Eastern Medical School and Hospital , Srikakulam",51315,1201040187,566,F,OC,AU,P1,NO
1996,"Great Eastern Medical School and Hospital , Srikakulam",51365,1201030341,566,F,OC,AU,P1,NO
1997,"Great Eastern Medical School and Hospital , Srikakulam",51474,1224060224,566,F,OC,AU,P1,NO
1998,"Great Eastern Medical School and Hospital , Srikakulam",62044,1205040047,552,F,BCD,AU,P1,NO
1999,"Great Eastern Medical School and Hospital , Srikakulam",62223,1225050109,552,F,BCD,AU,P1,NO
2000,"Great Eastern Medical School and Hospital , Srikakulam",63037,1228040213,551,M,BCD,AU,P1,NO
2001,"Great Eastern Medical School and Hospital , Srikakulam",63905,1205090101,550,F,BCD,AU,P1,NO
2002,"Great Eastern Medical School and Hospital , Srikakulam",65090,1206060113,549,F,BCD,AU,P1,NO
2003,"Great Eastern Medical School and Hospital , Srikakulam",65423,1216010146,548,M,BCD,AU,P1,NO
2004,"Great Eastern Medical School and Hospital , Srikakulam",67807,1228040171,545,F,BCD,AU,P1,NO
2005,"Great Eastern Medical School and Hospital , Srikakulam",68640,1205110061,544,M,BCD,AU,P1,NO
2006,"Great Eastern Medical School and Hospital , Srikakulam",68716,1206110390,544,F,BCD,AU,P1,NO
2007,"Great Eastern Medical School and Hospital , Srikakulam",68942,1205070544,544,M,BCD,AU,P1,NO
2008,"Great Eastern Medical School and Hospital , Srikakulam",69070,1216010483,544,M,BCD,AU,P1,NO
2009,"Great Eastern Medical School and Hospital , Srikakulam",70013,1205140236,543,M,BCD,AU,P1,NO
2010,"Great Eastern Medical School and Hospital , Srikakulam",70204,1205270174,542,M,BCD,AU,P1,NO
2011,"Great Eastern Medical School and Hospital , Srikakulam",70753,1206060168,542,F,BCD,AU,P1,NO
2012,"Great Eastern Medical School and Hospital , Srikakulam",71824,1229010065,540,F,BCD,AU,P1,NO
2013,"Great Eastern Medical School and Hospital , Srikakulam",71848,1206060216,540,M,BCD,AU,P1,NO
2014,"Great Eastern Medical School and Hospital , Srikakulam",71912,1205200365,540,M,BCD,AU,P1,NO
2015,"Great Eastern Medical School and Hospital , Srikakulam",80705,1216010382,530,M,BCC,AU,P1,NO
2016,"Great Eastern Medical School and Hospital , Srikakulam",84211,1206160440,526,F,BCA,AU,P1,NO
2017,"Great Eastern Medical School and Hospital , Srikakulam",88386,1225010346,521,F,BCA,AU,P1,NO
2018,"Great Eastern Medical School and Hospital , Srikakulam",91490,1205040779,518,F,BCA,AU,P1,NO
2019,"Great Eastern Medical School and Hospital , Srikakulam",91991,1206030465,517,F,BCB,AU,P1,NO
2020,"Great Eastern Medical School and Hospital , Srikakulam",92236,4208020382,517,F,BCB,OU,P1,NO
2021,"Great Eastern Medical School and Hospital , Srikakulam",93117,1205190171,516,F,BCB,AU,P1,NO
2022,"Great Eastern Medical School and Hospital , Srikakulam",94590,1229050019,515,F,BCA,AU,P1,NO
2023,"Great Eastern Medical School and Hospital , Srikakulam",96730,1206070464,512,M,BCA,AU,P1,NO
2024,"Great Eastern Medical School and Hospital , Srikakulam",96740,1229060005,512,M,BCA,AU,P1,NO
2025,"Great Eastern Medical School and Hospital , Srikakulam",96794,1201100194,512,F,BCB,AU,P1,NO
2026,"Great Eastern Medical School and Hospital , Srikakulam",97646,1228020180,511,F,BCA,AU,P1,NO
2027,"Great Eastern Medical School and Hospital , Srikakulam",97673,1228020108,511,F,BCB,AU,P1,NO
2028,"Great Eastern Medical School and Hospital , Srikakulam",98671,1224030442,510,F,BCA,AU,P1,NO
2029,"Great Eastern Medical School and Hospital , Srikakulam",99146,1205050587,510,M,BCA,AU,P1,NO
2030,"Great Eastern Medical School and Hospital , Srikakulam",99749,1206160454,509,M,BCB,AU,P1,NO
2031,"Great Eastern Medical School and Hospital , Srikakulam",101958,1205080032,507,F,BCB,AU,P1,NO
2032,"Great Eastern Medical School and Hospital , Srikakulam",101961,1224080224,507,M,BCB,AU,P1,NO
2034,"Great Eastern Medical School and Hospital , Srikakulam",103567,1205050246,505,M,BCA,AU,P1,NO
2035,"Great Eastern Medical School and Hospital , Srikakulam",103666,1205060217,505,F,BCB,AU,P1,NO
2036,"Great Eastern Medical School and Hospital , Srikakulam",104436,1228020061,504,M,BCB,AU,P1,NO
2037,"Great Eastern Medical School and Hospital , Srikakulam",104447,1205110354,504,M,BCB,AU,P1,NO
2038,"Great Eastern Medical School and Hospital , Srikakulam",105507,1216020265,503,F,BCB,AU,P1,NO
2039,"Great Eastern Medical School and Hospital , Srikakulam",105547,1224020335,503,F,BCB,AU,P1,NO
2040,"Great Eastern Medical School and Hospital , Srikakulam",105594,1205030367,503,F,BCB,AU,P1,NO
2041,"Great Eastern Medical School and Hospital , Srikakulam",118306,1206020631,490,M,SC,AU,P1,NO
2042,"Great Eastern Medical School and Hospital , Srikakulam",122748,1225010531,486,F,SC,AU,P1,NO
2043,"Great Eastern Medical School and Hospital , Srikakulam",129944,1206020432,479,F,SC,AU,P1,NO
2044,"Great Eastern Medical School and Hospital , Srikakulam",134646,1224020461,475,F,SC,AU,P1,NO
2045,"Great Eastern Medical School and Hospital , Srikakulam",136617,1205140465,473,F,BCE,AU,P1,NO
2046,"Great Eastern Medical School and Hospital , Srikakulam",139801,1227010113,470,M,SC,AU,P1,NO
2047,"Great Eastern Medical School and Hospital , Srikakulam",140023,1201020096,470,M,BCE,AU,P1,NO
2048,"Great Eastern Medical School and Hospital , Srikakulam",141855,1205270415,468,F,SC,AU,P1,NO
2049,"Great Eastern Medical School and Hospital , Srikakulam",143207,1208010428,467,M,SC,AU,P1,NO
2050,"Great Eastern Medical School and Hospital , Srikakulam",145020,1206010370,466,F,SC,AU,P1,NO
2051,"Great Eastern Medical School and Hospital , Srikakulam",147484,1216010401,463,F,SC,AU,P1,NO
2052,"Great Eastern Medical School and Hospital , Srikakulam",147532,1205120251,463,M,SC,AU,P1,NO
2053,"Great Eastern Medical School and Hospital , Srikakulam",147541,1206060410,463,F,SC,AU,P1,NO
2054,"Great Eastern Medical School and Hospital , Srikakulam",147585,1201080178,463,F,BCE,AU,P1,NO
2055,"Great Eastern Medical School and Hospital , Srikakulam",147697,1224020131,463,F,BCE,AU,P1,NO
2057,"Great Eastern Medical School and Hospital , Srikakulam",187938,1209010026,430,F,ST,AU,P1,NO
2058,"Great Eastern Medical School and Hospital , Srikakulam",188410,1205070439,430,F,ST,AU,P1,NO
2059,"Great Eastern Medical School and Hospital , Srikakulam",195104,3115090193,425,F,ST,AU,P1,NO
2060,"Great Eastern Medical School and Hospital , Srikakulam",197167,1205030684,423,F,ST,AU,P1,NO
2061,"Great Eastern Medical School and Hospital , Srikakulam",198517,1224020170,422,F,ST,AU,P1,NO
2062,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",34953,1205100228,590,M,OC,APNL,P1,NO
2063,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",42944,2001460487,578,M,OC,APNL,P1,NO
2064,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",45909,1220070242,574,M,OC,AU,P1,NO
2065,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",46082,1205090335,574,F,OC,AU,P1,NO
2066,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",46458,1206020424,573,F,OC,AU,P1,NO
2067,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",47663,1201120023,571,F,OC,AU,P1,NO
2068,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",48749,2712250119,570,F,OC,AU,P1,NO
2069,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",49179,1201120155,569,F,OC,AU,P1,NO
2070,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",49475,1213010123,569,M,OC,AU,P1,NO
2071,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",49708,1206120093,569,M,OC,AU,P1,NO
2072,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",50336,1201030108,568,M,OC,AU,P1,NO
2073,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",50660,1220020046,567,F,OC,AU,P1,NO
2074,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",51092,1205020665,567,M,OC,AU,P1,NO
2075,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",51308,1205020162,566,F,OC,AU,P1,NO
2076,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",51349,1201020151,566,M,OC,AU,P1,NO
2077,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",51615,1205010126,566,M,OC,AU,P1,NO
2078,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",52057,1201060037,565,F,OC,AU,P1,NO
2079,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",52185,1205070454,565,F,OC,AU,P1,NO
2080,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",52416,1201060203,565,F,OC,AU,P1,NO
2081,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",52511,1205020586,565,F,OC,AU,P1,NO
2082,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",52954,1205270454,564,M,OC,AU,P1,NO
2083,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",52968,1201030471,564,F,OC,AU,P1,NO
2084,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",53129,1206100444,564,M,OC,AU,P1,NO
2085,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",53221,1206120033,564,F,OC,AU,P1,NO
2086,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",53303,1224020507,564,M,OC,AU,P1,NO
2087,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",53627,1201100244,563,F,OC,AU,P1,NO
2088,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",53676,1205250004,563,F,OC,AU,P1,NO
2089,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",68683,1206030595,544,F,BCD,AU,P1,NO
2090,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",68791,1205270057,544,F,BCD,AU,P1,NO
2091,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",68917,1206150126,544,F,BCD,AU,P1,NO
2092,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",69356,1229040008,543,M,BCD,AU,P1,NO
2093,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",69408,1205180278,543,M,BCD,AU,P1,NO
2094,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",69454,1206140241,543,F,BCD,AU,P1,NO
2095,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",69562,1205130413,543,M,BCD,AU,P1,NO
2096,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",71099,1224010050,541,F,BCD,AU,P1,NO
2097,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",71897,1206100443,540,F,BCD,AU,P1,NO
2098,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",72840,1205040598,539,F,BCD,AU,P1,NO
2099,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",72869,1206160501,539,F,BCD,AU,P1,NO
2100,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",72898,1229010106,539,F,BCD,AU,P1,NO
2101,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",73025,1228010266,539,M,BCD,AU,P1,NO
2102,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",73508,1206020629,538,M,BCD,AU,P1,NO
2103,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",86193,1205040729,524,M,BCC,AU,P1,NO
2104,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",87321,1205030110,523,F,BCB,AU,P1,NO
2105,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",87598,1206030127,522,F,BCA,AU,P1,NO
2106,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",93898,1206050217,515,F,BCA,AU,P1,NO
2107,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",96808,1205110170,512,F,BCA,AU,P1,NO
2109,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",97617,1206090403,512,M,BCA,AU,P1,NO
2110,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",97835,1206110300,511,M,BCB,AU,P1,NO
2111,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",97971,3905030022,511,F,BCB,APNL,P1,NO
2112,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",99621,1225010212,509,M,BCA,AU,P1,NO
2113,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",100209,1228040160,509,F,BCB,AU,P1,NO
2114,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",100874,1220010210,508,F,BCB,AU,P1,NO
2115,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",101463,1201010268,507,F,BCB,AU,P1,NO
2116,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",101496,1205180301,507,F,BCC,AU,P1,NO
2117,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",101816,1201090021,507,M,BCB,AU,P1,NO
2118,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",102414,1224020120,506,M,BCB,AU,P1,NO
2119,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",103289,1206080149,505,F,BCC,AU,P1,NO
2120,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",103435,1205140367,505,F,BCA,AU,P1,NO
2121,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",103479,1206080240,505,F,BCB,AU,P1,NO
2122,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",103530,1213010623,505,F,BCA,AU,P1,NO
2123,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",104405,1206100212,504,F,BCA,AU,P1,NO
2124,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",104514,1201020374,504,F,BCA,AU,P1,NO
2125,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",105540,1229050103,503,F,BCB,AU,P1,NO
2126,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",105861,1205060004,503,M,BCB,AU,P1,NO
2127,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",105934,4201110164,503,M,BCB,AU,P1,NO
2128,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",106000,1206010278,503,F,BCB,AU,P1,NO
2129,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",106364,1224060270,502,F,BCB,AU,P1,NO
2130,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",106372,1203060804,502,F,BCE,SVU,P1,NO
2131,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",106534,1206030050,502,F,BCA,AU,P1,NO
2132,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",106551,1206040311,502,F,BCA,AU,P1,NO
2133,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",107086,1205040472,502,F,BCB,AU,P1,NO
2134,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",107125,1220050078,501,F,BCB,AU,P1,NO
2135,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",133100,1205110418,476,M,SC,APNL,P1,NO
2136,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",135371,1228020051,474,F,SC,AU,P1,NO
2137,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",136331,1205070311,473,M,BCE,AU,P1,NO
2138,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",139623,1206060084,470,F,SC,AU,P1,NO
2139,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",140850,1228040104,469,M,SC,AU,P1,NO
2140,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",142423,1203040283,468,M,SC,AU,P1,NO
2141,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",143233,1205090009,467,F,BCE,AU,P1,NO
2142,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",144058,1216020296,466,M,SC,AU,P1,NO
2143,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",146770,1205040122,464,F,SC,AU,P1,NO
2144,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",147654,1228010309,463,F,SC,AU,P1,NO
2145,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",148120,1205040250,463,M,BCE,AU,P1,NO
2146,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",148543,1201030343,462,F,SC,AU,P1,NO
2147,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",148595,1228030109,462,M,SC,AU,P1,NO
2148,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",148651,1205190241,462,M,SC,AU,P1,NO
2149,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",148735,1219020050,462,F,BCE,AU,P1,NO
2150,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",148845,2001460070,462,M,SC,AU,P1,NO
2151,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",149695,1228030129,461,M,SC,AU,P1,NO
2152,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",149731,1224030158,461,F,SC,AU,P1,NO
2153,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",149840,1229020023,461,M,SC,AU,P1,NO
2154,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",149860,1222040019,461,M,SC,AU,P1,NO
2155,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",181492,1206070018,435,F,ST,AU,P1,NO
2156,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",189373,1205010738,429,M,ST,AU,P1,NO
2157,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",190727,1205200058,428,M,ST,AU,P1,NO
2158,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",198249,4201060295,423,M,ST,AU,P1,NO
2159,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",200357,1224080215,421,F,ST,AU,P1,NO
2160,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",201240,1222040018,420,F,ST,AU,P1,NO
2161,"Nimra Institute of Medical Sciences, Vijayawada",62955,4201020376,551,F,OC,SVU,P1,NO
2162,"Nimra Institute of Medical Sciences, Vijayawada",82266,1205040532,528,F,OC,AU,P1,NO
2163,"Nimra Institute of Medical Sciences, Vijayawada",90269,1201110057,519,F,OC,AU,P1,NO
2164,"Nimra Institute of Medical Sciences, Vijayawada",98873,1220040122,510,F,OC,AU,P1,NO
2165,"Nimra Institute of Medical Sciences, Vijayawada",99849,1205110160,509,M,OC,AU,P1,NO
2166,"Nimra Institute of Medical Sciences, Vijayawada",106384,1201030345,502,F,OC,AU,P1,NO
2167,"Nimra Institute of Medical Sciences, Vijayawada",108419,1205020916,500,F,OC,AU,P1,NO
2168,"Nimra Institute of Medical Sciences, Vijayawada",111509,1205140406,497,F,BCB,AU,P1,NO
2169,"Nimra Institute of Medical Sciences, Vijayawada",114265,1201120004,494,F,OC,AU,P1,NO
2170,"Nimra Institute of Medical Sciences, Vijayawada",114896,1201060033,494,M,OC,AU,P1,NO
2171,"Nimra Institute of Medical Sciences, Vijayawada",121547,1213010672,487,F,BCB,AU,P1,NO
2172,"Nimra Institute of Medical Sciences, Vijayawada",125152,1201010156,484,F,BCB,AU,P1,NO
2173,"Nimra Institute of Medical Sciences, Vijayawada",126808,1201030473,482,F,OC,AU,P1,NO
2174,"Nimra Institute of Medical Sciences, Vijayawada",128992,1209010475,480,F,OC,AU,P1,NO
2175,"Nimra Institute of Medical Sciences, Vijayawada",129049,1201080064,480,F,BCB,AU,P1,NO
2176,"Nimra Institute of Medical Sciences, Vijayawada",129208,1201080286,480,F,BCE,AU,P1,NO
2177,"Sri Venkateswara Medical College, Tirupati",3529,1205080319,665,M,OC,SVU,P1,NO
2178,"Sri Venkateswara Medical College, Tirupati",4126,1205020538,662,F,OC,SVU,P1,NO
2179,"Sri Venkateswara Medical College, Tirupati",8546,1204010269,645,M,OC,SVU,P1,NO
2180,"Sri Venkateswara Medical College, Tirupati",9921,1204040420,640,F,OC,SVU,P1,NO
2181,"Sri Venkateswara Medical College, Tirupati",10378,1204070233,639,F,OC,SVU,P1,NO
2182,"Sri Venkateswara Medical College, Tirupati",10379,4201190135,639,F,OC,OUAPNL,P1,NO
2183,"Sri Venkateswara Medical College, Tirupati",12788,1204030375,632,F,BCB,SVU,P1,NO
2184,"Sri Venkateswara Medical College, Tirupati",13129,1201010377,631,M,OC,SVU,P1,NO
2185,"Sri Venkateswara Medical College, Tirupati",13666,1204020491,630,M,OC,SVU,P1,NO
2186,"Sri Venkateswara Medical College, Tirupati",14281,1204060223,629,F,OC,SVU,P1,NO
2187,"Sri Venkateswara Medical College, Tirupati",14902,1204040565,627,F,OC,SVU,P1,NO
2188,"Sri Venkateswara Medical College, Tirupati",16719,1204080124,623,M,OC,SVU,P1,NO
2189,"Sri Venkateswara Medical College, Tirupati",16781,1203020220,623,F,OC,SVU,P1,NO
2190,"Sri Venkateswara Medical College, Tirupati",17414,1212020187,622,F,BCB,SVU,P1,NO
2191,"Sri Venkateswara Medical College, Tirupati",18089,1203040473,620,F,BCD,SVU,P1,NO
2192,"Sri Venkateswara Medical College, Tirupati",18463,1204040545,620,M,OC,SVU,P1,NO
2193,"Sri Venkateswara Medical College, Tirupati",18724,1205130039,620,M,OC,SVU,P1,NO
2194,"Sri Venkateswara Medical College, Tirupati",19002,1205030660,619,F,OC,SVU,P1,NO
2195,"Sri Venkateswara Medical College, Tirupati",19161,1205050216,618,M,OC,SVU,P1,NO
2196,"Sri Venkateswara Medical College, Tirupati",20638,1205270449,615,F,BCE,SVU,P1,NO
2197,"Sri Venkateswara Medical College, Tirupati",21190,1205110298,614,F,OC,SVU,P1,NO
2198,"Sri Venkateswara Medical College, Tirupati",21227,1202040122,614,F,OC,SVU,P1,NO
2199,"Sri Venkateswara Medical College, Tirupati",21603,1203060265,613,M,OC,SVU,P1,NO
2200,"Sri Venkateswara Medical College, Tirupati",21647,1205150039,613,M,OC,SVU,P1,NO
2201,"Sri Venkateswara Medical College, Tirupati",21721,4219030388,613,F,OC,SVU,P1,NO
2202,"Sri Venkateswara Medical College, Tirupati",21817,1202030789,613,M,OC,SVU,P1,NO
2203,"Sri Venkateswara Medical College, Tirupati",22018,1204020510,612,F,OC,SVU,P1,NO
2204,"Sri Venkateswara Medical College, Tirupati",22033,1204010228,612,F,OC,SVU,P1,NO
2205,"Sri Venkateswara Medical College, Tirupati",23197,1205050457,610,M,OC,SVU,P1,NO
